Year,Miles,Price,Brand,Model,cross,grand,passenger,sport,cab,sportback,regular,coupe,limited,hybrid,crew,town,double,electric,plug-in
2017,71145,18990,18,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020,48601,19990,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,55747,18590,13,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,75337,20990,28,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,100861,13590,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,61735,22590,13,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,66847,16590,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,91696,19990,5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,55093,21990,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,101109,17590,8,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,49562,22590,9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018,45337,19990,18,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,47259,24590,15,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,28703,14990,30,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,81607,22990,5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,84333,16990,19,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,25860,14590,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,99415,12590,13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2946,21590,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,52845,19990,18,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,46102,27990,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,70783,30990,13,11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016,71695,17590,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,16395,15990,13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,44757,18990,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,22458,31590,13,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013,68777,16590,25,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,38914,22990,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,87040,24990,13,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,58097,26990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,7315,43590,0,16,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2019,64510,16990,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,65634,21990,8,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,37659,24990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,75264,16990,15,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,40827,19990,13,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,54843,57590,0,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,56095,17990,20,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,62942,19590,12,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,93851,15590,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,58492,19590,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,70935,12990,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,54443,14590,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,52649,13990,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,80570,17590,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,59237,36990,9,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,53823,17990,22,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,53896,25590,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,85428,13990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,67409,23590,5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,24636,16990,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,73980,21990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,51501,25990,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,72205,18990,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,71237,16990,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,56436,17590,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,45924,35590,31,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,40031,20990,16,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,48546,30990,13,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,52917,23990,8,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,65575,21590,26,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,57212,18990,9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013,75518,16590,10,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,56052,21990,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,70735,27990,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,41432,18990,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,98653,13990,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,11612,73590,11,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,101916,17590,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,37418,17590,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,86617,31590,31,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,8242,24590,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,41244,20990,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,55232,26590,18,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,90831,14590,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,55698,21990,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,47859,18990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,34953,21990,7,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2017,92893,15990,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,41870,26990,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
